,Name,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points
4,Lakshmipathy Balaji,4,0,35,2,8.75,6,4,1,0,0,2,336009,1,50
5,Chamara Kapugedera,1,0,15,0,15,0,3,0,0,0,2,336009,1,0
6,Glenn McGrath,4,0,23,0,5.75,9,2,0,0,0,1,336009,1,0
7,Mohammad Asif,4,0,33,1,8.25,7,4,0,0,0,1,336009,1,25
8,Yo Mahesh,4,0,40,2,10,8,5,1,1,0,1,336009,1,50
9,Pradeep Sangwan,4,0,29,2,7.25,9,4,0,1,0,1,336009,1,50
10,Shoaib Malik,2,0,28,0,14,2,3,1,3,0,1,336009,1,-6
11,Virender Sehwag,2,0,30,0,15,3,2,3,0,0,1,336009,1,-6
0,Dale Steyn,4,0,27,3,6.75,11,4,0,1,0,2,336010,1,79
1,Zaheer Khan,3,0,27,1,9,7,3,0,1,0,2,336010,1,25
2,Praveen Kumar,3,0,36,1,12,7,3,3,0,0,2,336010,1,19
3,Vinay Kumar,3,0,15,0,5,8,1,0,0,0,2,336010,1,0
4,Anil Kumble,3,0,21,0,7,10,1,2,0,0,2,336010,1,0
5,Ashok Dinda,3,0,20,0,6.67,8,3,0,1,0,1,336010,1,0
6,Ishant Sharma,4,0,25,1,6.25,10,3,0,0,0,1,336010,1,25
7,Umar Gul,3,0,30,0,10,7,5,0,1,1,1,336010,1,0
8,Sourav Ganguly,3,0,7,1,2.33,11,0,0,0,0,1,336010,1,31
9,Murali Kartik,2,0,24,0,12,3,3,1,0,0,1,336010,1,-6
10,Laxmi Shukla,1,0,15,0,15,0,1,1,0,0,1,336010,1,0
0,Sohail Tanvir,4,0,39,0,9.75,12,7,1,1,0,2,336011,1,0
1,Shane Watson,3,0,22,1,7.33,8,2,1,0,1,2,336011,1,25
2,Munaf Patel,4,0,28,1,7,9,4,0,0,0,2,336011,1,25
3,Shane Warne,4,0,20,2,5,9,1,0,0,0,2,336011,1,50
4,Yusuf Pathan,2,0,19,1,9.5,2,1,1,0,0,2,336011,1,25
5,Siddharth Trivedi,3,0,8,1,2.67,11,0,0,0,0,2,336011,1,31
6,Paidikalva Vijaykumar,1,0,10,0,10,2,2,0,0,0,1,336011,1,0
7,RP Singh,4,0,24,1,6,13,3,0,1,0,1,336011,1,25
8,Scott Styris,2,0,14,0,7,5,0,1,1,0,1,336011,1,0
9,Pragyan Ojha,4,0,47,1,11.75,6,5,1,2,0,1,336011,1,25
10,Shahid Afridi,2,0,10,0,5,6,1,0,0,0,1,336011,1,0
11,Sanjay Bangar,2,0,20,0,10,2,3,0,0,0,1,336011,1,0
12,Venugopal Rao,1,0,15,0,15,0,2,0,1,0,1,336011,1,0
0,Shaun Pollock,4,0,23,0,5.75,9,2,0,0,0,2,336012,1,0
1,Ashish Nehra,3,0,21,1,7,8,3,0,0,0,2,336012,1,25
2,Dilhara Fernando,4,0,18,4,4.5,16,1,1,1,0,2,336012,1,114
3,Dhawal Kulkarni,3,0,34,0,11.33,5,3,1,4,1,2,336012,1,0
4,Dwayne Smith,4,0,26,3,6.5,11,2,0,1,0,2,336012,1,79
5,Anil Kumble,4,0,45,0,11.25,5,5,2,0,0,1,336012,1,0
6,Dale Steyn,4,0,14,1,3.5,18,0,1,3,0,1,336012,1,31
7,Praveen Kumar,2,0,21,0,10.5,6,1,1,2,0,1,336012,1,0
8,Vinay Kumar,3,0,25,0,8.33,9,2,2,0,0,1,336012,1,0
9,Balachandra Akhil,3,0,19,0,6.33,7,2,0,1,0,1,336012,1,0
0,Sreesanth,4,0,29,2,7.25,11,4,0,3,0,2,336013,1,50
1,Irfan Pathan,4,0,33,0,8.25,9,1,2,3,0,2,336013,1,0
2,Vikram Singh,4,0,35,1,8.75,10,3,1,1,1,2,336013,1,25
3,Piyush Chawla,3,0,36,1,12,5,2,3,1,0,2,336013,1,19
4,James Hopes,4,0,36,0,9,8,3,1,2,0,2,336013,1,0
5,Yuvraj Singh,1,0,8,0,8,1,1,0,0,0,2,336013,1,0
6,Manpreet Gony,4,0,38,1,9.5,11,3,3,0,0,1,336013,1,25
7,Albie Morkel,4,0,25,1,6.25,10,1,1,0,0,1,336013,1,25
8,Palani  Amarnath,3,0,35,1,11.67,4,3,2,0,0,1,336013,1,25
9,Chamara Kapugedera,1,0,8,0,8,0,0,0,0,0,1,336013,1,0
10,Muttiah Muralitharan,4,0,32,1,8,9,1,2,1,0,1,336013,1,25
11,Lakshmipathy Balaji,4,0,24,5,6,13,0,2,1,0,1,336013,1,141
0,Chaminda Vaas,3,0,36,1,12,5,4,2,0,0,2,336014,1,19
1,Paidikalva Vijaykumar,3,0,21,1,7,8,2,0,0,1,2,336014,1,25
2,Scott Styris,3,0,28,0,9.33,9,3,2,0,0,2,336014,1,0
3,RP Singh,4,0,59,1,14.75,5,7,2,1,0,2,336014,1,19
4,Venugopal Rao,4,0,24,0,6,10,2,0,1,0,2,336014,1,0
5,Sanjay Bangar,1,0,10,0,10,2,2,0,0,0,2,336014,1,0
6,Pragyan Ojha,2,0,25,0,12.5,4,2,2,1,0,2,336014,1,-6
7,Ashok Dinda,4,0,33,3,8.25,12,6,0,1,0,1,336014,1,79
8,Ishant Sharma,3,0,27,0,9,8,4,1,0,0,1,336014,1,0
9,Umar Gul,4,0,43,1,10.75,9,3,2,3,3,1,336014,1,25
10,Sourav Ganguly,4,0,25,2,6.25,11,0,2,0,0,1,336014,1,50
11,Murali Kartik,3,0,29,0,9.67,8,1,3,0,0,1,336014,1,0
12,Laxmi Shukla,2,0,16,1,8,5,2,0,0,1,1,336014,1,25
0,Dimitri Mascarenhas,4,0,29,2,7.25,10,3,0,1,0,2,336015,1,50
1,Shane Watson,4,0,21,2,5.25,13,3,0,0,0,2,336015,1,50
2,Munaf Patel,4,0,24,0,6,9,2,0,1,0,2,336015,1,0
3,Siddharth Trivedi,4,0,28,2,7,9,1,1,1,0,2,336015,1,50
4,Shane Warne,4,0,47,0,11.75,6,1,4,0,0,2,336015,1,0
5,Glenn McGrath,4,0,12,0,3,16,1,0,1,0,1,336015,1,6
6,Farveez Maharoof,4,0,22,1,5.5,15,3,0,2,0,1,336015,1,25
7,Pradeep Sangwan,4,0,33,0,8.25,6,2,1,0,0,1,336015,1,0
8,Yo Mahesh,2.1,0,35,0,16.15,5,4,2,0,2,1,336015,1,-6
9,Amit Mishra,3,0,27,2,9,6,2,1,2,1,1,336015,1,50
10,Virender Sehwag,2,0,21,1,10.5,4,1,2,0,0,1,336015,1,25
0,Sreesanth,4,0,29,3,7.25,11,3,1,1,0,2,336016,1,79
1,Irfan Pathan,4,1,23,1,5.75,11,3,0,1,0,2,336016,1,37
2,Piyush Chawla,4,0,33,2,8.25,6,3,0,1,0,2,336016,1,50
3,Vikram Singh,4,0,15,1,3.75,11,0,0,0,0,2,336016,1,31
4,Yuvraj Singh,2,0,14,0,7,3,1,0,1,0,2,336016,1,0
5,James Hopes,2,0,22,0,11,4,3,1,0,0,2,336016,1,0
6,Dale Steyn,2,0,33,0,16.5,1,4,1,2,0,1,336016,1,-6
7,Zaheer Khan,4,0,35,0,8.75,11,4,2,0,0,1,336016,1,0
8,Praveen Kumar,2.4,0,15,0,5.63,6,0,1,0,0,1,336016,1,0
9,Vinay Kumar,2,0,11,1,5.5,6,1,0,0,0,1,336016,1,25
10,Anil Kumble,4,0,36,0,9,10,2,3,1,0,1,336016,1,0
11,Virat Kohli,1,0,9,0,9,0,1,0,0,0,1,336016,1,0
0,Glenn McGrath,4,0,22,0,5.5,10,1,1,0,0,2,336017,1,0
1,Pradeep Sangwan,4,0,29,1,7.25,11,4,0,3,0,2,336017,1,25
2,Yo Mahesh,4,0,34,2,8.5,8,3,1,3,1,2,336017,1,50
3,Farveez Maharoof,4,0,25,2,6.25,7,0,1,1,0,2,336017,1,50
4,Amit Mishra,3,0,13,0,4.33,8,1,0,0,0,2,336017,1,6
5,Virender Sehwag,1,0,7,0,7,2,1,0,0,0,2,336017,1,0
6,Shoaib Akhtar,3,0,11,4,3.67,12,1,0,1,0,1,336017,1,114
7,Ishant Sharma,3,0,18,0,6,6,2,0,0,0,1,336017,1,0
8,Ashok Dinda,4,0,29,1,7.25,11,5,0,1,0,1,336017,1,25
9,Sourav Ganguly,4,0,23,0,5.75,8,2,0,0,0,1,336017,1,0
10,Iqbal Abdulla,3,0,22,0,7.33,6,3,0,0,0,1,336017,1,0
11,Laxmi Shukla,0.5,0,6,3,7.2,4,0,0,1,0,1,336017,1,79
0,Shaun Pollock,4,1,9,1,2.25,17,0,0,0,0,2,336018,1,43
1,Ashish Nehra,4,0,31,0,7.75,12,6,0,1,0,2,336018,1,0
2,Dwayne Bravo,4,0,37,2,9.25,10,4,2,0,0,2,336018,1,50
3,Dhawal Kulkarni,4,0,33,3,8.25,13,5,0,4,0,2,336018,1,79
4,Rohan Raje,3,0,33,0,11,4,4,1,1,0,2,336018,1,0
5,Dominic Thornely,1,0,10,0,10,3,2,0,1,0,2,336018,1,0
6,Manpreet Gony,3,0,31,0,10.33,10,1,3,3,0,1,336018,1,0
7,Albie Morkel,3,0,44,0,14.67,10,3,5,2,0,1,336018,1,-6
8,Lakshmipathy Balaji,2,0,9,0,4.5,9,1,0,3,0,1,336018,1,6
9,Joginder Sharma,3,0,24,1,8,9,2,1,2,0,1,336018,1,25
10,Muttiah Muralitharan,2,0,20,0,10,3,3,0,1,0,1,336018,1,0
11,Chamara Kapugedera,0.5,0,26,0,31.2,0,2,3,0,0,1,336018,1,0
0,Munaf Patel,4,0,37,0,9.25,12,3,3,1,0,2,336019,1,0
1,Shane Watson,4,0,40,1,10,11,7,1,1,0,2,336019,1,25
2,Pankaj Singh,3,0,48,0,16,3,4,3,1,1,2,336019,1,-6
3,Dinesh Salunkhe,3,0,23,0,7.67,7,2,1,0,0,2,336019,1,0
4,Siddharth Trivedi,4,0,48,0,12,7,3,4,0,0,2,336019,1,-6
5,Yusuf Pathan,2,0,24,1,12,2,1,2,0,0,2,336019,1,19
6,Irfan Pathan,4,0,10,1,2.5,17,1,0,0,0,1,336019,1,31
7,Sreesanth,3,0,44,1,14.67,5,5,3,1,0,1,336019,1,19
8,James Hopes,3,0,29,2,9.67,8,6,0,0,0,1,336019,1,50
9,Ramesh Powar,1,0,7,0,7,2,1,0,0,0,1,336019,1,0
10,Vikram Singh,4,0,32,0,8,7,4,0,0,0,1,336019,1,0
11,Piyush Chawla,4,0,35,3,8.75,7,0,3,0,0,1,336019,1,79
12,Yuvraj Singh,1,0,20,0,20,0,1,2,0,0,1,336019,1,0
0,Paidikalva Vijaykumar,4,0,24,1,6,11,1,1,0,0,2,336020,1,25
1,RP Singh,4,0,50,0,12.5,7,4,3,1,0,2,336020,1,-6
2,PM Sarvesh Kumar,3,0,24,0,8,5,3,0,1,0,2,336020,1,0
3,Scott Styris,4,0,33,0,8.25,5,3,0,1,0,2,336020,1,0
4,Venugopal Rao,2,0,23,0,11.5,1,3,0,1,0,2,336020,1,0
5,Shahid Afridi,1,0,18,0,18,0,2,1,0,0,2,336020,1,0
6,Pragyan Ojha,2,0,19,2,9.5,5,2,1,1,0,2,336020,1,50
7,Glenn McGrath,4,0,42,2,10.5,10,3,3,0,0,1,336020,1,50
8,Mohammad Asif,4,0,51,0,12.75,3,7,1,2,0,1,336020,1,-6
9,Farveez Maharoof,4,0,39,2,9.75,6,2,3,0,0,1,336020,1,50
10,Amit Mishra,4,0,17,5,4.25,11,1,0,0,0,1,336020,1,147
11,Rajat Bhatia,4,0,32,0,8,10,2,2,0,0,1,336020,1,0
0,Shaun Pollock,4,0,12,3,3,17,1,0,1,0,2,336021,1,85
1,Ashish Nehra,3,0,17,0,5.67,12,1,1,3,0,2,336021,1,0
2,Dwayne Bravo,3,1,13,2,4.33,13,2,0,1,0,2,336021,1,68
3,Rohan Raje,2.2,0,16,2,6.86,7,3,0,0,0,2,336021,1,50
4,Dominic Thornely,3,0,7,2,2.33,12,0,0,1,0,2,336021,1,56
5,Shoaib Akhtar,2,0,29,1,14.5,4,3,2,1,0,1,336021,1,19
6,Ishant Sharma,2.3,0,29,1,11.6,9,5,1,1,1,1,336021,1,25
7,Ajit Agarkar,1,0,5,0,5,3,0,0,2,0,1,336021,1,0
0,Sreesanth,3,0,33,0,11,7,2,1,4,0,2,336022,1,0
1,Irfan Pathan,2,0,13,0,6.5,8,3,0,0,0,2,336022,1,0
2,Vikram Singh,2,0,33,0,16.5,1,3,2,0,1,2,336022,1,-6
3,Ramesh Powar,2,0,22,2,11,5,1,2,2,0,2,336022,1,50
4,Piyush Chawla,1,0,13,0,13,1,1,1,0,0,2,336022,1,0
5,James Hopes,1,0,2,2,2,4,0,0,0,0,2,336022,1,50
6,Glenn McGrath,2,0,18,1,9,4,0,2,0,0,1,336022,1,25
7,Pradeep Sangwan,1,0,12,1,12,3,1,1,1,0,1,336022,1,25
8,Amit Mishra,2,0,21,1,10.5,2,0,2,0,0,1,336022,1,25
9,Virender Sehwag,1,0,22,0,22,0,3,1,1,0,1,336022,1,0
10,Farveez Maharoof,1,0,11,0,11,1,0,1,0,0,1,336022,1,0
11,Rajat Bhatia,1,0,8,0,8,3,0,1,0,0,1,336022,1,0
0,Zaheer Khan,4,0,46,0,11.5,5,6,1,1,0,2,336023,1,0
1,Praveen Kumar,4,0,28,0,7,12,2,0,2,0,2,336023,1,0
2,Jacques Kallis,4,0,39,0,9.75,6,5,0,1,0,2,336023,1,0
3,Abdur Razzak,2,0,29,0,14.5,5,3,1,1,1,2,336023,1,-6
4,Anil Kumble,4,0,32,1,8,9,4,1,0,0,2,336023,1,25
5,Virat Kohli,2,0,16,0,8,2,1,0,1,0,2,336023,1,0
6,Sohail Tanvir,4,0,10,3,2.5,18,0,0,3,0,1,336023,1,85
7,Munaf Patel,4,0,21,2,5.25,12,3,0,0,0,1,336023,1,50
8,Shane Watson,2,0,6,0,3,7,0,0,1,0,1,336023,1,6
9,Shane Warne,4,0,23,3,5.75,9,2,0,0,0,1,336023,1,79
10,Siddharth Trivedi,2,0,23,1,11.5,3,2,1,1,0,1,336023,1,25
11,Yusuf Pathan,2,0,28,0,14,5,0,4,0,0,1,336023,1,-6
12,Ravindra Jadeja,2,0,21,0,10.5,5,3,1,0,0,1,336023,1,0
0,Paidikalva Vijaykumar,2,0,24,0,12,6,2,1,4,1,2,336024,1,-6
1,Nuwan Zoysa,3,0,37,0,12.33,4,5,1,0,1,2,336024,1,-6
2,Venugopal Rao,3,0,25,2,8.33,6,2,1,1,0,2,336024,1,50
3,RP Singh,4,0,35,3,8.75,12,4,2,0,0,2,336024,1,79
4,Shahid Afridi,4,0,23,2,5.75,11,1,1,1,0,2,336024,1,50
5,Pragyan Ojha,4,0,23,0,5.75,11,3,0,0,0,2,336024,1,0
6,Ashish Nehra,4,0,29,0,7.25,11,2,2,0,0,1,336024,1,0
7,Dwayne Bravo,4,0,24,3,6,12,2,1,1,0,1,336024,1,79
8,Dilhara Fernando,4,0,38,2,9.5,9,2,2,1,1,1,336024,1,50
9,Rohan Raje,2,0,19,0,9.5,4,3,0,1,0,1,336024,1,0
10,Abhishek Nayar,3,0,18,1,6,9,1,1,0,0,1,336024,1,25
11,Dominic Thornely,1,0,8,0,8,1,1,0,0,0,1,336024,1,0
12,Sanath Jayasuriya,2,0,13,0,6.5,5,2,0,0,0,1,336024,1,0
0,Makhaya Ntini,4,0,21,4,5.25,17,4,0,0,1,2,336025,1,108
1,Manpreet Gony,4,0,17,0,4.25,14,2,0,0,0,2,336025,1,6
2,Muttiah Muralitharan,4,0,41,0,10.25,9,3,3,0,0,2,336025,1,0
3,Lakshmipathy Balaji,4,0,36,1,9,4,4,0,2,0,2,336025,1,25
4,Albie Morkel,4,0,25,0,6.25,10,2,0,1,0,2,336025,1,0
5,Shoaib Akhtar,2,0,14,0,7,7,2,0,2,0,1,336025,1,0
6,Ishant Sharma,2,0,16,0,8,5,3,0,0,0,1,336025,1,0
7,Ashok Dinda,2,0,10,0,5,5,1,0,0,0,1,336025,1,0
8,Ajit Agarkar,2,0,14,0,7,5,2,0,1,0,1,336025,1,0
0,Glenn McGrath,4,0,15,2,3.75,16,2,0,1,0,2,336026,1,56
1,Pradeep Sangwan,3,0,51,0,17,5,5,3,3,0,2,336026,1,-6
2,Yo Mahesh,4,0,25,0,6.25,12,3,0,1,0,2,336026,1,0
3,Farveez Maharoof,4,0,13,2,3.25,11,0,0,0,0,2,336026,1,56
4,Rajat Bhatia,4,0,47,0,11.75,6,4,3,0,0,2,336026,1,0
5,Tillakaratne Dilshan,1,0,3,1,3,3,0,0,0,0,2,336026,1,25
6,Dale Steyn,4,0,26,1,6.5,12,3,1,0,0,1,336026,1,25
7,Zaheer Khan,3,0,37,0,12.33,5,6,0,1,0,1,336026,1,-6
8,Praveen Kumar,2,0,33,1,16.5,2,6,1,0,0,1,336026,1,19
9,Jacques Kallis,2,0,16,0,8,3,2,0,0,0,1,336026,1,0
10,Balachandra Akhil,3.2,0,21,0,6.3,7,0,1,0,0,1,336026,1,0
11,Anil Kumble,4,0,18,2,4.5,12,2,0,0,0,1,336026,1,56
0,Sohail Tanvir,4,0,26,3,6.5,13,2,1,1,0,2,336027,1,79
1,Munaf Patel,4,1,22,2,5.5,14,4,0,0,0,2,336027,1,62
2,Shane Watson,4,0,36,0,9,7,4,1,1,0,2,336027,1,0
3,Siddharth Trivedi,3,0,26,1,8.67,7,3,1,0,0,2,336027,1,25
4,Shane Warne,3,0,21,0,7,9,0,2,0,0,2,336027,1,0
5,Yusuf Pathan,2,0,14,1,7,3,0,1,0,0,2,336027,1,25
6,Ashok Dinda,4,0,32,0,8,9,5,0,0,0,1,336027,1,0
7,Ishant Sharma,3,0,23,1,7.67,6,3,0,0,0,1,336027,1,25
8,Ajit Agarkar,3,0,30,0,10,7,3,2,0,0,1,336027,1,0
9,Umar Gul,3.3,1,30,2,8.57,12,4,1,3,0,1,336027,1,62
10,Sourav Ganguly,2,0,24,1,12,5,2,2,0,0,1,336027,1,19
11,Laxmi Shukla,1,0,7,0,7,2,0,0,0,0,1,336027,1,0
0,Shaun Pollock,3,0,14,1,4.67,10,1,0,0,0,2,336028,1,31
1,Ashish Nehra,3,0,34,0,11.33,8,4,2,1,0,2,336028,1,0
2,Vikrant Yeligati,4,0,43,0,10.75,7,5,2,1,0,2,336028,1,0
3,Siddharth Chitnis,4,0,40,2,10,7,2,2,1,0,2,336028,1,50
4,Dilhara Fernando,4,0,36,1,9,9,5,1,0,0,2,336028,1,25
5,Dwayne Smith,2,0,19,0,9.5,4,1,1,1,0,2,336028,1,0
6,Sreesanth,4,0,35,2,8.75,12,2,1,3,0,1,336028,1,50
7,Irfan Pathan,4,0,37,0,9.25,11,3,2,1,0,1,336028,1,0
8,Vikram Singh,4,0,56,0,14,5,6,3,0,1,1,336028,1,-6
9,Piyush Chawla,4,0,22,1,5.5,13,3,0,0,0,1,336028,1,25
10,James Hopes,2,0,13,0,6.5,5,2,0,0,0,1,336028,1,0
11,Yuvraj Singh,2,0,12,2,6,5,1,0,0,0,1,336028,1,50
0,Makhaya Ntini,4,0,27,0,6.75,12,5,0,0,0,2,336029,1,0
1,Manpreet Gony,4,1,11,2,2.75,15,0,0,1,0,2,336029,1,68
2,Muttiah Muralitharan,4,0,19,1,4.75,11,1,0,0,0,2,336029,1,31
3,Lakshmipathy Balaji,4,0,34,1,8.5,8,4,1,0,0,2,336029,1,25
4,Albie Morkel,4,0,32,4,8,8,4,0,0,0,2,336029,1,108
5,Dale Steyn,4,0,28,2,7,18,4,0,3,1,1,336029,1,50
6,Praveen Kumar,4,0,26,1,6.5,16,3,1,1,0,1,336029,1,25
7,Anil Kumble,4,0,14,3,3.5,14,1,0,0,0,1,336029,1,85
8,Jacques Kallis,4,0,15,0,3.75,13,1,0,0,0,1,336029,1,6
9,Vinay Kumar,3,0,23,1,7.67,6,1,1,0,1,1,336029,1,25
10,Balachandra Akhil,1,0,4,0,4,3,0,0,0,0,1,336029,1,0
0,Sreesanth,4,0,29,1,7.25,11,5,0,0,0,2,336031,1,25
1,Vikram Singh,4,0,40,1,10,6,5,1,0,0,2,336031,1,25
2,Ramesh Powar,4,0,20,1,5,12,0,1,1,0,2,336031,1,25
3,Piyush Chawla,4,0,31,0,7.75,13,1,3,0,0,2,336031,1,0
4,Gagandeep Singh,3,0,33,1,11,6,3,2,0,0,2,336031,1,25
5,Yuvraj Singh,1,0,18,0,18,0,0,2,0,0,2,336031,1,0
6,RP Singh,3.3,0,37,0,10.57,4,4,1,1,0,1,336031,1,0
7,Paidikalva Vijaykumar,2,0,24,0,12,5,3,1,0,0,1,336031,1,-6
8,Venugopal Rao,2,0,23,0,11.5,4,3,1,0,0,1,336031,1,0
9,Scott Styris,4,0,36,1,9,7,1,3,0,0,1,336031,1,25
10,Rohit Sharma,4,0,25,1,6.25,7,2,0,1,0,1,336031,1,25
11,Pragyan Ojha,4,0,30,2,7.5,8,0,2,3,0,1,336031,1,50
0,Glenn McGrath,4,0,39,0,9.75,9,7,0,0,1,2,336032,1,0
1,Brett Geeves,4,0,50,1,12.5,7,9,1,1,0,2,336032,1,19
2,Farveez Maharoof,4,0,27,1,6.75,11,1,1,5,0,2,336032,1,25
3,Yo Mahesh,4,0,36,4,9,11,1,4,0,0,2,336032,1,108
4,Amit Mishra,4,0,23,1,5.75,8,0,1,0,0,2,336032,1,25
5,Shaun Pollock,3,0,33,0,11,8,4,2,0,0,1,336032,1,0
6,Ashish Nehra,3.5,0,30,1,7.83,8,5,0,0,0,1,336032,1,25
7,Andre Nel,3,0,31,1,10.33,7,3,2,0,0,1,336032,1,25
8,Dhawal Kulkarni,3,0,26,0,8.67,6,3,1,0,0,1,336032,1,0
9,Dwayne Smith,3,0,22,2,7.33,7,3,0,1,0,1,336032,1,50
10,Sanath Jayasuriya,4,0,35,0,8.75,4,2,1,0,0,1,336032,1,0
0,Makhaya Ntini,4,0,43,0,10.75,9,5,2,0,1,2,336033,1,0
1,Manpreet Gony,3,0,32,0,10.67,5,4,1,0,0,2,336033,1,0
2,Albie Morkel,4,0,35,2,8.75,6,5,0,0,0,2,336033,1,50
3,Muttiah Muralitharan,4,0,31,0,7.75,8,2,1,1,0,2,336033,1,0
4,Lakshmipathy Balaji,3,0,45,0,15,2,4,3,0,0,2,336033,1,-6
5,Suresh Raina,2,0,20,1,10,2,0,2,0,0,2,336033,1,25
6,Sohail Tanvir,4,0,33,3,8.25,11,4,1,1,1,1,336033,1,79
7,Yusuf Pathan,3,0,31,0,10.33,6,3,2,0,0,1,336033,1,0
8,Munaf Patel,4,0,55,1,13.75,3,5,3,0,1,1,336033,1,19
9,Pankaj Singh,4,0,30,0,7.5,9,3,1,1,0,1,336033,1,0
10,Shane Warne,4,0,35,2,8.75,8,2,2,1,0,1,336033,1,50
11,Dinesh Salunkhe,1,0,14,0,14,1,2,0,0,1,1,336033,1,0
0,Paidikalva Vijaykumar,3,0,18,0,6,9,3,0,0,0,2,336034,1,0
1,RP Singh,4,0,41,3,10.25,8,8,0,1,0,2,336034,1,79
2,Scott Styris,4,0,29,1,7.25,8,0,2,1,0,2,336034,1,25
3,Shahid Afridi,4,0,23,1,5.75,7,2,0,0,0,2,336034,1,25
4,Pragyan Ojha,4,0,28,2,7,5,1,1,0,0,2,336034,1,50
5,Sanjay Bangar,1,0,14,0,14,0,1,1,0,0,2,336034,1,0
6,Dale Steyn,4,0,20,0,5,14,3,0,1,0,1,336034,1,0
7,Zaheer Khan,4,0,24,2,6,10,3,0,0,0,1,336034,1,50
8,Praveen Kumar,4,0,23,3,5.75,12,2,1,0,0,1,336034,1,79
9,Anil Kumble,4,0,47,0,11.75,2,3,3,1,0,1,336034,1,0
10,Jacques Kallis,4,0,35,1,8.75,6,4,1,0,0,1,336034,1,25
0,Umar Gul,4,0,23,4,5.75,14,1,1,2,0,2,336035,1,108
1,Ishant Sharma,4,0,49,0,12.25,8,7,0,3,0,2,336035,1,-6
2,Ajantha Mendis,4,0,24,1,6,9,3,0,0,0,2,336035,1,25
3,Ashok Dinda,2,0,18,0,9,4,3,0,0,0,2,336035,1,0
4,David Hussey,4,0,36,0,9,7,1,3,0,0,2,336035,1,0
5,Laxmi Shukla,2,0,23,0,11.5,1,2,1,1,0,2,336035,1,0
6,Irfan Pathan,3.4,0,36,0,9.82,10,4,2,1,0,1,336035,1,0
7,Sreesanth,4,0,33,2,8.25,11,5,1,0,0,1,336035,1,50
8,Ramesh Powar,2,0,14,0,7,7,1,1,1,0,1,336035,1,0
9,Vikram Singh,4,0,28,2,7,11,4,0,2,0,1,336035,1,50
10,Piyush Chawla,4,0,36,2,9,9,3,2,0,0,1,336035,1,50
11,James Hopes,2,0,23,1,11.5,4,0,3,0,0,1,336035,1,25
0,Sohail Tanvir,4,0,14,4,3.5,15,1,0,1,0,2,336036,1,114
1,Shane Watson,3,0,30,0,10,9,4,1,1,1,2,336036,1,0
2,Pankaj Singh,2,0,25,0,12.5,2,3,0,1,0,2,336036,1,-6
3,Yusuf Pathan,3,0,9,0,3,10,0,0,0,0,2,336036,1,6
4,Siddharth Trivedi,4,0,31,2,7.75,7,3,0,2,0,2,336036,1,50
5,Shane Warne,4,0,30,1,7.5,8,3,0,1,0,2,336036,1,25
6,Shaun Pollock,4,0,26,0,6.5,9,3,0,1,0,1,336036,1,0
7,Ashish Nehra,3,0,18,0,6,10,3,0,1,0,1,336036,1,0
8,Dilhara Fernando,4,0,27,2,6.75,11,1,1,3,0,1,336036,1,50
9,Dwayne Smith,2,0,16,0,8,3,2,0,0,0,1,336036,1,0
10,Abhishek Nayar,1,0,4,0,4,2,0,0,0,0,1,336036,1,0
11,Rohan Raje,4,0,37,1,9.25,6,2,1,0,1,1,336036,1,25
12,Sanath Jayasuriya,2,0,8,0,4,5,0,0,0,0,1,336036,1,6
0,Makhaya Ntini,4,0,24,1,6,13,2,1,1,0,2,336037,1,25
1,Manpreet Gony,4,0,21,1,5.25,14,3,0,0,0,2,336037,1,25
2,Albie Morkel,4,0,37,2,9.25,5,3,1,3,0,2,336037,1,50
3,Muttiah Muralitharan,4,0,22,1,5.5,9,1,0,2,0,2,336037,1,25
4,Lakshmipathy Balaji,4,0,34,2,8.5,8,4,1,0,0,2,336037,1,50
5,RP Singh,4,0,32,0,8,12,5,0,3,0,1,336037,1,0
6,Paidikalva Vijaykumar,3.2,0,32,1,9.6,7,4,1,1,0,1,336037,1,25
7,Shahid Afridi,3,0,19,0,6.33,9,1,1,2,0,1,336037,1,0
8,PM Sarvesh Kumar,2,0,18,1,9,6,4,0,0,0,1,336037,1,25
9,Pragyan Ojha,4,0,28,1,7,9,1,1,2,0,1,336037,1,25
10,Scott Styris,3,0,16,0,5.33,6,1,0,0,0,1,336037,1,0
0,Glenn McGrath,4,0,38,0,9.5,12,6,1,1,0,2,336038,1,0
1,Mohammad Asif,4,0,32,1,8,9,5,0,0,0,2,336038,1,25
2,Yo Mahesh,4,0,50,2,12.5,8,4,4,1,0,2,336038,1,44
3,Farveez Maharoof,4,0,34,3,8.5,9,4,1,0,0,2,336038,1,79
4,Amit Mishra,4,0,37,2,9.25,9,0,4,1,0,2,336038,1,50
5,Sohail Tanvir,2,0,16,0,8,2,1,0,2,0,1,336038,1,0
6,Shane Watson,3,0,10,3,3.33,12,1,0,1,0,1,336038,1,85
7,Munaf Patel,4,0,17,3,4.25,16,3,0,0,0,1,336038,1,85
8,Siddharth Trivedi,3,0,20,1,6.67,9,2,1,0,0,1,336038,1,25
9,Shane Warne,4,0,21,2,5.25,11,2,0,0,0,1,336038,1,50
10,Ravindra Jadeja,0.1,0,0,0,0,1,0,0,0,0,1,336038,1,0
